age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
-1.0562696524273598,1.7168037397522335,-0.24642937734162074,-1.6447553471316043,-0.13075879613683394,0.6559374221248573,-1.1420513760622808,-0.42475611186796425,-0.7236415227048494,0.3740520633526504,1.4854144429511211,-0.8781337856889898,-0.5768294699140059,-0.4072182979332062,-0.3204128219555523,0.44441328414226683,0
-0.7725828148853345,0.7952456156275041,-0.24642937734162074,-0.3090379186455286,-0.13075879613683394,2.114953485826871,0.8756173504627571,2.354292197473666,-0.7236415227048494,-0.5960264557452027,0.8192875078142845,-0.11752097407428413,-0.5768294699140059,2.9890440835684733,2.0417337219678915,-2.5799607112523955,0
-0.5834582565239843,-0.12631250849722558,1.4213957947563831,1.0266795098405472,-0.13075879613683394,0.3035804064642992,0.8756173504627571,-0.42475611186796425,-0.7236415227048494,0.010272618690955485,-1.845220232733062,-0.30632557270204797,-0.5768294699140059,2.899143020528723,0.27012381402530866,-2.5799607112523955,0
-1.0562696524273598,-0.12631250849722558,-0.24642937734162074,1.0266795098405472,-0.13075879613683394,0.4051753354648262,0.8756173504627571,2.354292197473666,1.4951331969619017,-1.5661049748430558,0.15316057267744784,-0.23080373325094242,0.3879674348145256,-0.4072182979332062,-0.3204128219555523,0.44441328414226683,0
1.6860364438122186,-1.0478706326219551,-0.24642937734162074,-0.3090379186455286,-0.13075879613683394,-0.7849366899699193,0.8756173504627571,-0.42475611186796425,1.4951331969619017,-1.3235853450685926,0.8192875078142845,-0.08515447145238177,-0.5768294699140059,-0.4072182979332062,-0.3204128219555523,0.44441328414226683,0
-0.5834582565239843,-0.12631250849722558,1.4213957947563831,1.0266795098405472,-0.13075879613683394,-0.18262389660965173,-1.1420513760622808,-0.42475611186796425,-0.7236415227048494,0.859091322901577,-0.8460298300278071,-0.5436799252626653,-0.255230501671162,1.3608359418485507,1.4511970859870305,-2.5799607112523955,0
-0.48889597734330914,0.48805957425259416,-0.24642937734162074,1.0266795098405472,-0.13075879613683394,-0.5373998391511747,0.8756173504627571,-0.42475611186796425,-0.7236415227048494,-0.2322470110835078,0.8192875078142845,0.5352034954674136,-0.5768294699140059,2.899143020528723,0.8606604500061695,-1.5718360461208414,0
-0.2052091398012838,1.4096176983773239,-0.24642937734162074,-0.3090379186455286,-0.13075879613683394,-0.6664092728026377,0.8756173504627571,-0.42475611186796425,-0.7236415227048494,-1.202325530181361,0.8192875078142845,-0.4897357542261614,-0.255230501671162,-0.4072182979332062,-0.3204128219555523,0.44441328414226683,0
-0.016084581439933576,-0.7406845912470453,-0.24642937734162074,1.0266795098405472,-0.13075879613683394,-0.6067424097388361,0.8756173504627571,-0.42475611186796425,1.4951331969619017,-0.2322470110835078,0.8192875078142845,-0.9968109619692985,-0.255230501671162,-0.4072182979332062,-0.3204128219555523,0.44441328414226683,0
0.17303997692141665,0.7952456156275041,-0.24642937734162074,-1.6447553471316043,-0.13075879613683394,-0.8558918784782238,0.8756173504627571,2.354292197473666,-0.7236415227048494,0.1315324335781871,-1.845220232733062,0.3841598165652026,-0.5768294699140059,1.071154738720466,0.8606604500061695,-2.5799607112523955,0
-0.2052091398012838,0.7952456156275041,-0.24642937734162074,-0.3090379186455286,-0.13075879613683394,2.114953485826871,0.8756173504627571,-0.42475611186796425,1.4951331969619017,0.49531187823988204,0.8192875078142845,0.1683831324191868,-0.5768294699140059,-0.4072182979332062,-0.3204128219555523,0.44441328414226683,0
0.17303997692141665,-1.355056673996865,-0.24642937734162074,-0.3090379186455286,-0.13075879613683394,-0.5720711244450054,0.8756173504627571,-0.42475611186796425,-0.7236415227048494,0.1315324335781871,-1.845220232733062,-0.6947236041648764,-0.255230501671162,-0.4072182979332062,-0.3204128219555523,0.44441328414226683,0
-0.48889597734330914,1.4096176983773239,-0.24642937734162074,1.0266795098405472,-0.13075879613683394,0.10925994702678314,-1.1420513760622808,-0.42475611186796425,-0.7236415227048494,-0.35350682597073946,-1.5121567651646437,0.4650760731199585,-0.255230501671162,-0.4072182979332062,-0.3204128219555523,0.44441328414226683,0
-2.001892444234111,1.102431657002414,1.4213957947563831,-0.3090379186455286,-0.13075879613683394,-0.38016959188845434,-1.1420513760622808,-0.42475611186796425,-0.7236415227048494,1.7079100271121985,-1.845220232733062,0.10365012717538206,-0.5768294699140059,-0.4072182979332062,-0.3204128219555523,0.44441328414226683,1
-0.9617073732466848,-1.0478706326219551,-0.24642937734162074,-0.3090379186455286,-0.13075879613683394,-0.49466546425412766,0.8756173504627571,2.354292197473666,-0.7236415227048494,1.5866502122249668,-0.5129663624593888,-0.8241896146524859,-0.5768294699140059,2.0101213971356366,0.27012381402530866,-2.5799607112523955,0
-0.11064686062060869,-0.12631250849722558,-0.24642937734162074,1.0266795098405472,-0.13075879613683394,-0.6285127516675205,-1.1420513760622808,2.354292197473666,-0.7236415227048494,1.5866502122249668,-1.5121567651646437,-0.2847479042874464,-0.255230501671162,-0.4072182979332062,-0.3204128219555523,0.44441328414226683,0
1.4023496062701932,1.4096176983773239,-0.24642937734162074,-0.3090379186455286,-0.13075879613683394,2.114953485826871,-1.1420513760622808,-0.42475611186796425,-0.7236415227048494,1.3441305824505034,-1.5121567651646437,-0.01502704910492663,0.7095664030573694,-0.4072182979332062,-0.3204128219555523,0.44441328414226683,0
-0.394333698162634,-1.355056673996865,1.4213957947563831,1.0266795098405472,-0.13075879613683394,1.0832811710953283,0.8756173504627571,-0.42475611186796425,-0.7236415227048494,0.49531187823988204,-1.845220232733062,-0.689329187061226,-0.5768294699140059,1.1210997737425497,0.8606604500061695,-2.5799607112523955,0
-1.5290810483307355,-1.0478706326219551,1.4213957947563831,-1.6447553471316043,-0.13075879613683394,-0.9631309702010024,0.8756173504627571,-0.42475611186796425,1.4951331969619017,0.859091322901577,0.8192875078142845,0.044311539035227714,-0.5768294699140059,-0.4072182979332062,-0.3204128219555523,0.44441328414226683,0
-0.9617073732466848,0.7952456156275041,-0.24642937734162074,-0.3090379186455286,-0.13075879613683394,-0.6785039072074623,-1.1420513760622808,-0.42475611186796425,-0.7236415227048494,-1.0810657152941292,-0.17990289489097047,-0.5059190055371126,-0.5768294699140059,1.1210997737425497,0.27012381402530866,-1.5718360461208414,0
-0.2997714189819589,-0.12631250849722558,-1.9142545494396246,2.362396938326623,-0.13075879613683394,-0.7849366899699193,0.8756173504627571,-0.42475611186796425,-0.7236415227048494,0.25279224846541876,1.1523509753827028,-0.7864286949269331,-0.255230501671162,-0.4072182979332062,-0.3204128219555523,0.44441328414226683,0
